time;Intake temp.          ;Throttle pos.                     ;Injection time             ;Vehicle speed       ;Coolant temp.     ;Lambdaintegrator 1                 ;Lambdaintegrator 2                 ;Air mass                     ;Load                         ;Current RPM                 ;Target RPM               ;Engine temp.               ;Pedal pos.                  ;Battery voltage                         ;camshaft position bank 1;camshaft position bank 2;Ignition angle              ;Knock sensor Cyl.1;Knock sensor Cyl.2;Knock sensor Cyl.3;Knock sensor Cyl.4;Knock sensor Cyl.5;Knock sensor Cyl.6;Knock sensor Cyl.7;Knock sensor Cyl.8
516013;21;2.35296;3.12;38.75;39;0.999424;0.999424;16.6;6.75516;606.25;600;103.5;0.786131;13.11;-0.0819;0;6;0.937488;1.21092;1.09374;0.859364;0.898426;1.21092;0.859364;1.01561;6.2487;6.2487
516105;21;2.35296;3.12;38.75;39;0.999424;0.999424;16.6;6.75516;606.25;600;103.5;0.786131;13.11;-0.0819;0;6;0.937488;1.21092;1.09374;0.859364;0.898426;1.21092;0.859364;1.01561;6.2487;6.2487
516243;21;2.35296;3.168;36.25;39;0.999424;0.999424;16.7;6.80704;604.75;600;103.5;0.786131;13.205;0.0819;-0.1365;6;0.898426;1.17186;1.05467;0.898426;0.859364;1.24998;0.820302;0.97655;6.2487;6.2487
516335;21;2.35296;3.168;36.25;39;0.999424;0.999424;16.7;6.80704;604.75;600;103.5;0.786131;13.205;0.0819;-0.1365;6;0.898426;1.17186;1.05467;0.898426;0.859364;1.24998;0.820302;0.97655;6.2487;6.2487
516473;21;2.35296;3.184;35;39;0.999424;0.999424;16.9;6.98099;603;600;103.5;0.786131;13.205;0.2067;0.0585;6.75;0.859364;1.1328;1.01561;0.898426;0.820302;1.21092;0.78124;0.97655;6.2487;6.2487
516596;21;2.35296;3.184;35;39;0.999424;0.999424;16.9;6.98099;603;600;103.5;0.786131;13.205;0.2067;0.0585;6.75;0.859364;1.1328;1.01561;0.898426;0.820302;1.21092;0.78124;0.97655;6.2487;6.2487
516733;21;2.35296;3.168;32.5;39;0.999424;0.999424;16.9;7.03135;602.75;600;103.5;0.781248;13.205;-0.0117;0.1131;6.75;0.820302;1.17186;0.937488;0.898426;0.898426;1.1328;0.820302;0.937488;6.2487;6.2487
516827;21;2.35296;3.168;32.5;39;0.999424;0.999424;16.9;7.03135;602.75;600;103.5;0.781248;13.205;-0.0117;0.1131;6.75;0.820302;1.17186;0.937488;0.898426;0.898426;1.1328;0.820302;0.937488;6.2487;6.2487
517033;21.75;2.35296;3.136;30;39.75;0.999424;0.999424;16.2;7.14732;599.5;600;103.5;0.786131;13.205;-0.0429;-0.0663;7.5;0.859364;1.09374;0.859364;0.937488;0.859364;1.17186;0.859364;1.01561;6.2487;6.2487
517125;21.75;2.35296;3.136;30;39.75;0.999424;0.999424;16.2;7.14732;599.5;600;103.5;0.786131;13.205;-0.0429;-0.0663;7.5;0.859364;1.09374;0.859364;0.937488;0.859364;1.17186;0.859364;1.01561;6.2487;6.2487
517264;21.75;2.35296;3.152;27.5;39.75;0.999424;0.999424;16.4;7.14732;598.5;600;103.5;0.781248;13.3;0.1092;-0.1872;7.5;0.820302;1.1328;0.820302;0.937488;0.898426;1.1328;0.898426;0.97655;6.2487;6.2487
517355;21.75;2.35296;3.152;27.5;39.75;0.999424;0.999424;16.4;7.14732;598.5;600;103.5;0.781248;13.3;0.1092;-0.1872;7.5;0.820302;1.1328;0.820302;0.937488;0.898426;1.1328;0.898426;0.97655;6.2487;6.2487
517494;21.75;2.35296;3.136;25;39.75;0.999424;0.999424;16.4;7.39604;592;600;103.5;0.781248;13.3;0.1365;0.039;9;0.78124;1.17186;0.859364;0.937488;0.898426;1.1328;0.859364;0.937488;6.2487;6.2487
517585;21.75;2.35296;3.136;25;39.75;0.999424;0.999424;16.4;7.39604;592;600;103.5;0.781248;13.3;0.1365;0.039;9;0.78124;1.17186;0.859364;0.937488;0.898426;1.1328;0.859364;0.937488;6.2487;6.2487
517733;21.75;2.35296;3.136;22.5;39.75;0.999424;0.999424;16.4;7.40824;589.5;600;103.5;0.786131;13.395;-0.078;0.0429;9;0.820302;1.21092;0.898426;0.97655;0.898426;1.17186;0.898426;0.937488;6.2487;6.2487
517825;21.75;2.35296;3.136;22.5;39.75;0.999424;0.999424;16.4;7.40824;589.5;600;103.5;0.786131;13.395;-0.078;0.0429;9;0.820302;1.21092;0.898426;0.97655;0.898426;1.17186;0.898426;0.937488;6.2487;6.2487
517963;21.75;2.35296;3.152;20;39.75;0.999424;0.999424;16.4;7.44029;593.75;600;103.5;0.786131;13.395;-0.0507;-0.1443;9;0.78124;1.21092;0.859364;1.01561;0.859364;1.21092;0.859364;0.97655;6.2487;6.2487
518054;21.75;2.35296;3.152;20;39.75;0.999424;0.999424;16.4;7.44029;593.75;600;103.5;0.786131;13.395;-0.0507;-0.1443;9;0.78124;1.21092;0.859364;1.01561;0.859364;1.21092;0.859364;0.97655;6.2487;6.2487
518192;21.75;2.35296;3.12;17.5;40.5;0.999424;0.999424;16.4;7.45097;591.75;600;103.5;0.786131;13.585;0.1716;-0.1326;9;0.78124;1.21092;0.898426;0.97655;0.898426;1.24998;0.937488;0.97655;6.2487;6.2487
518364;21.75;2.35296;3.12;17.5;40.5;0.999424;0.999424;16.4;7.45097;591.75;600;103.5;0.786131;13.585;0.1716;-0.1326;9;0.78124;1.21092;0.898426;0.97655;0.898426;1.24998;0.937488;0.97655;6.2487;6.2487
518555;21.75;2.35296;3.12;13.75;40.5;0.999424;0.999424;16.4;7.24802;594.75;600;103.5;0.786131;13.585;0.1755;0.117;8.25;0.78124;1.17186;0.820302;1.01561;0.820302;1.24998;0.898426;1.01561;6.2487;6.2487
519073;21.75;2.35296;3.12;13.75;40.5;0.999424;0.999424;16.4;7.24802;594.75;600;103.5;0.786131;13.585;0.1755;0.117;8.25;0.78124;1.17186;0.820302;1.01561;0.820302;1.24998;0.898426;1.01561;6.2487;6.2487
519326;21.75;2.35296;3.12;6.25;41.25;0.999424;0.999424;16.4;7.24802;595.25;600;103.5;0.781248;13.585;0.1716;-0.0858;8.25;0.820302;1.17186;0.78124;0.937488;0.898426;1.24998;0.937488;1.01561;6.2487;6.2487
519464;21.75;2.35296;3.12;6.25;41.25;0.999424;0.999424;16.4;7.24802;595.25;600;103.5;0.781248;13.585;0.1716;-0.0858;8.25;0.820302;1.17186;0.78124;0.937488;0.898426;1.24998;0.937488;1.01561;6.2487;6.2487
519602;21.75;2.35296;3.12;3.75;41.25;0.999424;0.999424;15.9;7.22666;595.25;600;103.5;0.781248;13.49;0.1833;0.1716;8.25;0.820302;1.09374;0.78124;0.898426;0.937488;1.21092;0.937488;0.97655;6.2487;6.2487
519694;21.75;2.35296;3.12;3.75;41.25;0.999424;0.999424;15.9;7.22666;595.25;600;103.5;0.781248;13.49;0.1833;0.1716;8.25;0.820302;1.09374;0.78124;0.898426;0.937488;1.21092;0.937488;0.97655;6.2487;6.2487
519832;21.75;2.74512;3.168;0;41.25;0.999424;0.999424;16.8;7.59746;612.25;600;103.5;0.781248;13.585;-0.1599;0.0078;10.5;0.78124;1.1328;0.78124;0.898426;0.898426;1.24998;0.898426;1.01561;6.2487;6.2487
519923;21.75;2.74512;3.168;0;41.25;0.999424;0.999424;16.8;7.59746;612.25;600;103.5;0.781248;13.585;-0.1599;0.0078;10.5;0.78124;1.1328;0.78124;0.898426;0.898426;1.24998;0.898426;1.01561;6.2487;6.2487
520071;21.75;2.74512;3.152;0;41.25;0.999424;0.999424;17;7.09238;621.5;600;103.5;0.781248;13.49;0.0429;-0.0312;7.5;0.742178;1.09374;0.820302;0.937488;0.859364;1.21092;0.937488;1.01561;6.2487;6.2487
520163;21.75;2.74512;3.152;0;41.25;0.999424;0.999424;17;7.09238;621.5;600;103.5;0.781248;13.49;0.0429;-0.0312;7.5;0.742178;1.09374;0.820302;0.937488;0.859364;1.21092;0.937488;1.01561;6.2487;6.2487
520302;21.75;2.74512;3.168;0;41.25;0.999424;0.999424;17.4;6.95505;622;600;103.5;0.781248;13.49;0.1365;-0.1638;6.75;0.742178;1.1328;0.820302;0.97655;0.859364;1.24998;0.937488;0.97655;6.2487;6.2487
520573;21.75;2.74512;3.168;0;41.25;0.999424;0.999424;17.4;6.95505;622;600;103.5;0.781248;13.49;0.1365;-0.1638;6.75;0.742178;1.1328;0.820302;0.97655;0.859364;1.24998;0.937488;0.97655;6.2487;6.2487
521154;21.75;2.74512;3.152;0;42;0.999424;0.999424;16.9;7.07255;618;600;103.5;0.781248;13.395;-0.1638;-0.1833;7.5;0.78124;1.1328;0.820302;0.97655;0.937488;1.32811;0.898426;0.97655;6.2487;6.2487
521333;21.75;2.74512;3.152;0;42;0.999424;0.999424;16.9;7.07255;618;600;103.5;0.781248;13.395;-0.1638;-0.1833;7.5;0.78124;1.1328;0.820302;0.97655;0.937488;1.32811;0.898426;0.97655;6.2487;6.2487
521476;21.75;2.74512;3.184;0;42;0.999424;0.999424;17.1;6.96573;614.25;600;103.5;0.786131;13.3;0.1521;-0.117;6.75;0.78124;1.05467;0.78124;0.97655;0.898426;1.32811;0.898426;0.937488;6.2487;6.2487
521635;21.75;2.74512;3.184;0;42;0.999424;0.999424;17.1;6.96573;614.25;600;103.5;0.786131;13.3;0.1521;-0.117;6.75;0.78124;1.05467;0.78124;0.97655;0.898426;1.32811;0.898426;0.937488;6.2487;6.2487
522105;21.75;2.74512;3.168;0;42;0.999424;0.999424;16.9;6.9459;613.75;600;103.5;0.786131;13.205;-0.1209;-0.3471;6.75;0.78124;1.1328;0.820302;0.97655;0.898426;1.32811;0.898426;0.97655;6.2487;6.2487
522468;21.75;2.74512;3.168;0;42;0.999424;0.999424;16.9;6.9459;613.75;600;103.5;0.786131;13.205;-0.1209;-0.3471;6.75;0.78124;1.1328;0.820302;0.97655;0.898426;1.32811;0.898426;0.97655;6.2487;6.2487
522652;22.5;2.74512;3.184;0;42;0.999424;0.999424;16.9;7.22056;604.75;600;103.5;0.786131;13.205;-0.0273;-0.585;7.5;0.820302;1.1328;0.859364;0.937488;0.859364;1.24998;0.97655;1.05467;6.2487;6.2487
523033;22.5;2.74512;3.184;0;42;0.999424;0.999424;16.9;7.22056;604.75;600;103.5;0.786131;13.205;-0.0273;-0.585;7.5;0.820302;1.1328;0.859364;0.937488;0.859364;1.24998;0.97655;1.05467;6.2487;6.2487
523266;22.5;2.35296;3.2;0;42;0.999424;0.999424;16.9;7.35331;603;600;103.5;0.781248;13.205;0.1716;-0.7098;8.25;0.78124;1.17186;0.820302;1.05467;0.859364;1.36717;0.937488;1.05467;6.2487;6.2487
523725;22.5;2.35296;3.2;0;42;0.999424;0.999424;16.9;7.35331;603;600;103.5;0.781248;13.205;0.1716;-0.7098;8.25;0.78124;1.17186;0.820302;1.05467;0.859364;1.36717;0.937488;1.05467;6.2487;6.2487
524132;22.5;2.35296;3.216;0;42;0.999424;0.999424;17.1;7.37315;602.75;600;103.5;0.786131;13.205;0.0117;-0.5031;8.25;0.820302;1.17186;0.859364;0.97655;0.898426;1.28905;0.898426;1.09374;6.2487;6.2487
524579;22.5;2.35296;3.216;0;42;0.999424;0.999424;17.1;7.37315;602.75;600;103.5;0.786131;13.205;0.0117;-0.5031;8.25;0.820302;1.17186;0.859364;0.97655;0.898426;1.28905;0.898426;1.09374;6.2487;6.2487
524891;22.5;2.35296;3.184;0;41.25;0.999424;0.999424;16.4;7.33195;604.25;600;103.5;0.786131;13.205;-0.0897;-0.2535;8.25;0.820302;1.21092;0.78124;0.97655;0.97655;1.28905;0.937488;1.01561;6.2487;6.2487
525174;22.5;2.35296;3.184;0;41.25;0.999424;0.999424;16.4;7.33195;604.25;600;103.5;0.786131;13.205;-0.0897;-0.2535;8.25;0.820302;1.21092;0.78124;0.97655;0.97655;1.28905;0.937488;1.01561;6.2487;6.2487
525556;22.5;2.35296;3.2;0;41.25;0.999424;0.999424;16.9;6.99625;610.75;600;103.5;0.781248;13.205;0.0195;-0.0975;6.75;0.78124;1.17186;0.898426;0.97655;0.937488;1.21092;0.937488;1.05467;6.2487;6.2487
525742;22.5;2.35296;3.2;0;41.25;0.999424;0.999424;16.9;6.99625;610.75;600;103.5;0.781248;13.205;0.0195;-0.0975;6.75;0.78124;1.17186;0.898426;0.97655;0.937488;1.21092;0.937488;1.05467;6.2487;6.2487
525929;22.5;6.27456;3.936;0;41.25;0.999424;0.999424;32.2;9.49262;637.75;600;103.5;1.76757;13.3;0.0468;-0.1404;18;0.859364;1.17186;0.820302;0.97655;0.937488;1.1328;0.937488;1.1328;6.2487;6.2487
526131;22.5;6.27456;3.936;0;41.25;0.999424;0.999424;32.2;9.49262;637.75;600;103.5;1.76757;13.3;0.0468;-0.1404;18;0.859364;1.17186;0.820302;0.97655;0.937488;1.1328;0.937488;1.1328;6.2487;6.2487
526270;22.5;8.62752;6.208;0;41.25;0.999424;0.999424;53.4;18.1536;897;820;103.5;1.78222;13.3;4.7502;5.4366;23.25;0.820302;1.1328;0.820302;1.05467;0.937488;1.1328;0.97655;1.09374;6.2487;6.2487
526381;22.5;8.62752;6.208;0;41.25;0.999424;0.999424;53.4;18.1536;897;820;103.5;1.78222;13.3;4.7502;5.4366;23.25;0.820302;1.1328;0.820302;1.05467;0.937488;1.1328;0.97655;1.09374;6.2487;6.2487
526585;22.5;10.5883;6.272;0;41.25;0.999424;0.999424;67.8;21.6479;1128.25;1040;103.5;1.94824;13.205;25.5996;24.0006;31.5;0.937488;1.32811;1.79685;1.1328;1.01561;1.1328;1.05467;1.48436;6.2487;6.2487
526771;22.5;10.5883;6.272;0;41.25;0.999424;0.999424;67.8;21.6479;1128.25;1040;103.5;1.94824;13.205;25.5996;24.0006;31.5;0.937488;1.32811;1.79685;1.1328;1.01561;1.1328;1.05467;1.48436;6.2487;6.2487
527024;21.75;12.9413;7.12;1.25;41.25;0.999424;0.999424;89.3;25.6626;1349;1240;103.5;1.88964;13.3;31.0206;32.6118;24;1.17186;1.40623;1.52342;1.32811;1.32811;1.79685;1.40623;1.91404;6.2487;6.2487
527369;21.75;12.9413;7.12;1.25;41.25;0.999424;0.999424;89.3;25.6626;1349;1240;103.5;1.88964;13.3;31.0206;32.6118;24;1.17186;1.40623;1.52342;1.32811;1.32811;1.79685;1.40623;1.91404;6.2487;6.2487
527499;21.75;12.157;7.008;6.25;42;0.999424;0.999424;87.9;26.0898;1319;1240;103.5;1.88964;13.395;31.005;31.9722;25.5;1.52342;1.6406;1.56248;1.79685;1.52342;1.6406;1.87498;2.18747;6.2487;6.2487
527716;21.75;12.157;7.008;6.25;42;0.999424;0.999424;87.9;26.0898;1319;1240;103.5;1.88964;13.395;31.005;31.9722;25.5;1.52342;1.6406;1.56248;1.79685;1.52342;1.6406;1.87498;2.18747;6.2487;6.2487
527863;21.75;12.157;7.152;10;42;0.999424;0.999424;85.1;26.2439;1261.25;1180;103.5;1.88964;13.49;33.1812;32.0502;25.5;1.56248;1.71873;1.56248;1.83591;1.6406;1.67967;1.83591;2.2656;6.2487;6.2487
528051;21.75;12.157;7.152;10;42;0.999424;0.999424;85.1;26.2439;1261.25;1180;103.5;1.88964;13.49;33.1812;32.0502;25.5;1.56248;1.71873;1.56248;1.83591;1.6406;1.67967;1.83591;2.2656;6.2487;6.2487
528189;21.75;12.5491;6.208;12.5;42.75;0.999424;0.999424;89.3;25.1301;1555.5;1430;103.5;1.89453;13.395;33.2124;33.5478;27.75;1.79685;1.91404;1.67967;1.9531;1.79685;2.03122;1.83591;2.34372;6.2487;6.2487
528334;21.75;12.5491;6.208;12.5;42.75;0.999424;0.999424;89.3;25.1301;1555.5;1430;103.5;1.89453;13.395;33.2124;33.5478;27.75;1.79685;1.91404;1.67967;1.9531;1.79685;2.03122;1.83591;2.34372;6.2487;6.2487
528499;21;14.1178;6.304;15;43.5;0.999424;0.999424;108.9;25.9571;1767.5;1620;103.5;1.93847;13.395;31.5042;31.8474;34.5;1.9531;1.9531;1.75779;1.9531;2.03122;2.57809;2.03122;2.34372;6.2487;6.2487
528750;21;14.1178;6.304;15;43.5;0.999424;0.999424;108.9;25.9571;1767.5;1620;103.5;1.93847;13.395;31.5042;31.8474;34.5;1.9531;1.9531;1.75779;1.9531;2.03122;2.57809;2.03122;2.34372;6.2487;6.2487
530998;21;15.6864;6.688;18.75;43.5;0.999424;0.999424;132.6;27.8538;2123.5;1950;103.5;1.93359;13.395;35.373;35.6538;39;2.89059;2.81246;2.03122;2.81246;2.57809;3.04684;2.49997;2.73434;6.2487;6.2487
531089;21;15.6864;6.688;18.75;43.5;0.999424;0.999424;132.6;27.8538;2123.5;1950;103.5;1.93359;13.395;35.373;35.6538;39;2.89059;2.81246;2.03122;2.81246;2.57809;3.04684;2.49997;2.73434;6.2487;6.2487
531227;20.25;15.2942;7.2;27.5;42;0.999424;0.999424;127;26.4011;1682;1570;103.5;1.96777;13.3;33.2358;31.239;33;2.96871;2.49997;2.81246;2.57809;2.49997;2.73434;2.49997;2.65622;6.2487;6.2487
531319;20.25;15.2942;7.2;27.5;42;0.999424;0.999424;127;26.4011;1682;1570;103.5;1.96777;13.3;33.2358;31.239;33;2.96871;2.49997;2.81246;2.57809;2.49997;2.73434;2.49997;2.65622;6.2487;6.2487
531461;20.25;14.9021;7.2;27.5;42;0.999424;0.999424;117.9;28.397;1755;1610;103.5;2.00195;13.3;33.9846;34.2966;31.5;2.96871;2.57809;2.73434;2.73434;2.49997;2.65622;2.57809;2.81246;6.2487;6.2487
531549;20.25;14.9021;7.2;27.5;42;0.999424;0.999424;117.9;28.397;1755;1610;103.5;2.00195;13.3;33.9846;34.2966;31.5;2.96871;2.57809;2.73434;2.73434;2.49997;2.65622;2.57809;2.81246;6.2487;6.2487
531687;20.25;18.0394;8.048;28.75;42.75;0.999424;0.999424;146.6;31.635;1832.75;1690;103.5;2.08496;13.3;38.8674;37.1982;33.75;2.96871;2.96871;2.42184;2.89059;2.49997;2.81246;2.65622;3.28121;6.2487;6.2487
531780;20.25;18.0394;8.048;28.75;42.75;0.999424;0.999424;146.6;31.635;1832.75;1690;103.5;2.08496;13.3;38.8674;37.1982;33.75;2.96871;2.96871;2.42184;2.89059;2.49997;2.81246;2.65622;3.28121;6.2487;6.2487
531916;20.25;18.8237;8.448;30;42.75;0.999424;0.999424;150.3;34.757;1923.75;1770;103.5;2.08496;13.3;38.9844;38.4462;33;3.12496;3.20308;2.65622;3.20308;2.73434;2.89059;2.73434;3.43746;6.2487;6.2487
532008;20.25;18.8237;8.448;30;42.75;0.999424;0.999424;150.3;34.757;1923.75;1770;103.5;2.08496;13.3;38.9844;38.4462;33;3.12496;3.20308;2.65622;3.20308;2.73434;2.89059;2.73434;3.43746;6.2487;6.2487
532196;20.25;18.8237;8.256;32.5;43.5;0.999424;0.999424;155.2;34.3358;2045;1880;103.5;2.08496;13.3;40.0062;40.4742;36;3.43746;3.43746;3.04684;3.35933;3.12496;2.96871;3.04684;3.5937;6.2487;6.2487
532288;20.25;18.8237;8.256;32.5;43.5;0.999424;0.999424;155.2;34.3358;2045;1880;103.5;2.08496;13.3;40.0062;40.4742;36;3.43746;3.43746;3.04684;3.35933;3.12496;2.96871;3.04684;3.5937;6.2487;6.2487
532426;20.25;19.2158;8.256;33.75;43.5;0.999424;0.999424;164;34.7478;2137.75;1980;103.5;2.08496;13.395;39.4446;38.9454;37.5;3.74995;3.67183;3.28121;3.67183;3.43746;3.28121;3.20308;4.06245;6.2487;6.2487
532518;20.25;19.2158;8.256;33.75;43.5;0.999424;0.999424;164;34.7478;2137.75;1980;103.5;2.08496;13.395;39.4446;38.9454;37.5;3.74995;3.67183;3.28121;3.67183;3.43746;3.28121;3.20308;4.06245;6.2487;6.2487
532657;19.5;19.2158;8.176;35;44.25;0.999424;0.999424;170;34.4441;2232;2000;103.5;2.08007;13.395;37.167;37.2294;39;3.43746;3.82808;3.51558;3.67183;3.51558;3.43746;3.28121;4.06245;6.2487;6.2487
532748;19.5;19.2158;8.176;35;44.25;0.999424;0.999424;170;34.4441;2232;2000;103.5;2.08007;13.395;37.167;37.2294;39;3.43746;3.82808;3.51558;3.67183;3.51558;3.43746;3.28121;4.06245;6.2487;6.2487
532886;19.5;19.2158;7.984;37.5;45.75;0.999424;0.999424;170.3;33.6949;2323.25;2000;103.5;2.08007;13.395;35.9268;36.8706;40.5;3.5937;4.37494;3.74995;3.9062;3.9062;3.74995;3.43746;3.43746;6.2487;6.2487
532978;19.5;19.2158;7.984;37.5;45.75;0.999424;0.999424;170.3;33.6949;2323.25;2000;103.5;2.08007;13.395;35.9268;36.8706;40.5;3.5937;4.37494;3.74995;3.9062;3.9062;3.74995;3.43746;3.43746;6.2487;6.2487
533115;19.5;19.2158;7.84;38.75;46.5;0.999424;0.999424;174.6;33.0251;2419.25;2000;103.5;2.08007;13.3;34.671;35.5134;41.25;4.06245;4.68744;4.06245;4.06245;3.9062;4.06245;3.5937;3.74995;6.2487;6.2487
533632;19.5;19.2158;7.84;38.75;46.5;0.999424;0.999424;174.6;33.0251;2419.25;2000;103.5;2.08007;13.3;34.671;35.5134;41.25;4.06245;4.68744;4.06245;4.06245;3.9062;4.06245;3.5937;3.74995;6.2487;6.2487
533969;19.5;10.1962;4.624;43.75;50.25;0.999424;0.999424;81.4;7.24955;2661.25;2000;103.5;0.781248;13.3;33.6492;33.8442;6;4.68744;5.15618;4.37494;3.5937;4.99994;4.68744;3.9062;3.5937;6.2487;6.2487
534547;19.5;10.1962;4.624;43.75;50.25;0.999424;0.999424;81.4;7.24955;2661.25;2000;103.5;0.781248;13.3;33.6492;33.8442;6;4.68744;5.15618;4.37494;3.5937;4.99994;4.68744;3.9062;3.5937;6.2487;6.2487
535046;19.5;14.9021;5.424;46.25;54.75;0.999424;0.999424;126.1;17.1999;1863.5;1740;103.5;1.94335;13.205;13.0806;14.8902;42;3.43746;3.5937;3.9062;2.42184;3.74995;2.49997;2.49997;4.2187;6.2487;6.2487
536043;19.5;14.9021;5.424;46.25;54.75;0.999424;0.999424;126.1;17.1999;1863.5;1740;103.5;1.94335;13.205;13.0806;14.8902;42;3.43746;3.5937;3.9062;2.42184;3.74995;2.49997;2.49997;4.2187;6.2487;6.2487
536245;19.5;14.9021;6.736;51.25;61.5;0.999424;0.999424;124.4;28.1376;2050.25;1860;102.75;1.93359;13.3;35.3574;35.5134;38.25;3.9062;4.53119;3.74995;3.5937;3.9062;3.74995;2.81246;3.74995;6.2487;6.2487
536504;19.5;14.9021;6.736;51.25;61.5;0.999424;0.999424;124.4;28.1376;2050.25;1860;102.75;1.93359;13.3;35.3574;35.5134;38.25;3.9062;4.53119;3.74995;3.5937;3.9062;3.74995;2.81246;3.74995;6.2487;6.2487
536866;19.5;15.2942;6.448;53.75;65.25;0.999424;0.999424;130.6;26.6788;2165.25;1960;102.75;1.93359;13.3;34.7724;34.671;41.25;4.06245;4.68744;3.43746;3.74995;3.5937;3.9062;3.12496;3.5937;6.2487;6.2487
537456;19.5;15.2942;6.448;53.75;65.25;0.999424;0.999424;130.6;26.6788;2165.25;1960;102.75;1.93359;13.3;34.7724;34.671;41.25;4.06245;4.68744;3.43746;3.74995;3.5937;3.9062;3.12496;3.5937;6.2487;6.2487
537773;18.75;12.9413;5.2;57.5;68.25;0.999424;0.999424;106.4;21.1261;2287;1990;102;1.76757;13.395;33.579;32.799;45;4.2187;4.37494;3.12496;3.28121;4.37494;4.2187;3.20308;3.28121;6.2487;6.2487
538119;18.75;12.9413;5.2;57.5;68.25;0.999424;0.999424;106.4;21.1261;2287;1990;102;1.76757;13.395;33.579;32.799;45;4.2187;4.37494;3.12496;3.28121;4.37494;4.2187;3.20308;3.28121;6.2487;6.2487
538430;18.75;12.157;4.624;58.75;69.75;0.999424;0.999424;97.3;17.9919;2342.25;2000;102;1.71875;13.3;28.8054;29.0238;46.5;4.2187;4.53119;3.5937;3.04684;4.37494;4.06245;3.28121;3.74995;6.2487;6.2487
538802;18.75;12.157;4.624;58.75;69.75;0.999424;0.999424;97.3;17.9919;2342.25;2000;102;1.71875;13.3;28.8054;29.0238;46.5;4.2187;4.53119;3.5937;3.04684;4.37494;4.06245;3.28121;3.74995;6.2487;6.2487
539548;18.75;5.8824;2.736;61.25;72;0.999424;0.999424;36.3;0.988783;2344.75;2000;102;0.781248;13.3;10.0854;9.7734;3;4.99994;4.99994;3.9062;3.35933;4.2187;3.5937;3.43746;4.2187;6.2487;6.2487
539934;18.75;5.8824;2.736;61.25;72;0.999424;0.999424;36.3;0.988783;2344.75;2000;102;0.781248;13.3;10.0854;9.7734;3;4.99994;4.99994;3.9062;3.35933;4.2187;3.5937;3.43746;4.2187;6.2487;6.2487
540121;19.5;4.70592;2.256;61.25;73.5;0.999424;0.999424;25.6;3.57061;1503;1550;101.25;1.38672;13.3;0.2574;0.819;19.5;3.9062;2.96871;2.96871;2.65622;3.43746;2.65622;2.81246;3.43746;6.2487;6.2487
540299;19.5;4.70592;2.256;61.25;73.5;0.999424;0.999424;25.6;3.57061;1503;1550;101.25;1.38672;13.3;0.2574;0.819;19.5;3.9062;2.96871;2.96871;2.65622;3.43746;2.65622;2.81246;3.43746;6.2487;6.2487
540455;19.5;8.62752;3.424;61.25;73.5;0.999424;0.999424;60.1;10.5272;1800.75;1630;101.25;1.61132;13.395;1.0998;2.7534;48.75;3.5937;2.57809;2.42184;2.34372;2.81246;2.18747;2.57809;2.96871;6.2487;6.2487
540611;19.5;8.62752;3.424;61.25;73.5;0.999424;0.999424;60.1;10.5272;1800.75;1630;101.25;1.61132;13.395;1.0998;2.7534;48.75;3.5937;2.57809;2.42184;2.34372;2.81246;2.18747;2.57809;2.96871;6.2487;6.2487
540761;19.5;10.1962;4.288;62.5;74.25;0.999424;0.999424;72.5;15.1629;1773.75;1680;101.25;1.66504;13.205;22.6668;20.6466;43.5;3.74995;2.96871;4.06245;2.57809;2.96871;2.03122;2.18747;2.49997;6.2487;6.2487
541201;19.5;10.1962;4.288;62.5;74.25;0.999424;0.999424;72.5;15.1629;1773.75;1680;101.25;1.66504;13.205;22.6668;20.6466;43.5;3.74995;2.96871;4.06245;2.57809;2.96871;2.03122;2.18747;2.49997;6.2487;6.2487
541522;19.5;10.1962;4.544;62.5;75;0.999424;0.999424;76.8;16.9497;1825.75;1670;101.25;1.66992;13.3;25.4046;25.0926;42.75;4.37494;3.04684;4.68744;2.65622;2.96871;2.34372;2.34372;2.73434;6.2487;6.2487
541974;19.5;10.1962;4.544;62.5;75;0.999424;0.999424;76.8;16.9497;1825.75;1670;101.25;1.66992;13.3;25.4046;25.0926;42.75;4.37494;3.04684;4.68744;2.65622;2.96871;2.34372;2.34372;2.73434;6.2487;6.2487
542172;19.5;10.5883;4.528;63.75;75;0.999424;0.999424;77.6;16.823;1843.5;1700;100.5;1.66015;13.3;24.9678;25.779;42.75;4.2187;2.89059;4.37494;3.04684;3.12496;2.42184;2.2656;2.89059;6.2487;6.2487
542499;19.5;10.5883;4.528;63.75;75;0.999424;0.999424;77.6;16.823;1843.5;1700;100.5;1.66015;13.3;24.9678;25.779;42.75;4.2187;2.89059;4.37494;3.04684;3.12496;2.42184;2.2656;2.89059;6.2487;6.2487
542808;19.5;8.62752;4.016;65;75;0.999424;0.999424;61.1;15.1415;1866;1710;100.5;1.52343;13.3;22.3002;22.9086;45;3.74995;2.73434;2.81246;2.89059;3.74995;2.73434;2.49997;2.89059;6.2487;6.2487
543048;19.5;8.62752;4.016;65;75;0.999424;0.999424;61.1;15.1415;1866;1710;100.5;1.52343;13.3;22.3002;22.9086;45;3.74995;2.73434;2.81246;2.89059;3.74995;2.73434;2.49997;2.89059;6.2487;6.2487
